zone_id,entry_date,r_multiple,outcome,type,structure,width_atr,base_length,base_wick_frac,avg_atr,departure_body_atr,departure_close_ratio,leg_out_clear_atr,leg_out_disp_atr,leg_out_candles,leg_out_velocity,leg_out_vol_exp,leg_in_disp_atr,leg_in_candles,leg_in_velocity,disp_base_ratio,arrival_cleanliness,departure_volume_ratio,base_volume_ratio,trend_score,trend_aligned,weekly_trend_align,weekly_in_zone,weekly_dist_atr,weekly_zone_strength,weekly_zone_fresh,weekly_confluence_score,weekly_confirmed,freshness_score,strength_pit,symbol,label,is_demand,struct_DBD,struct_DBR,struct_RBD,struct_RBR
Z0001,2015-02-10,2.0,win,demand,RBR,1.3203,1,0.57,8.189,1.0887,0.9056,1.4116,1.3871,4,0.3468,0.7626,1.268,3,0.4227,1.0506,0.6667,0.7127789863146943,0.6723,1.0,1,0,0,,,0,0.075,0,0.45,0.8457,INFY.NS,1,1,0,0,0,1
Z0001,2015-03-03,-1.0,loss,supply,DBD,0.9441,2,0.8053,4.6136,1.0226,0.9271,2.1284,1.4612,3,0.4871,1.5077,0.2401,3,0.08,1.5476,0.3333,1.2172656405257416,0.6298,0.674,1,0,0,,,0,0.075,0,0.65,0.6175,RELIANCE.NS,0,0,1,0,0,0
Z0001,2015-03-05,2.0,win,supply,RBD,1.0794,2,0.7862,113.9009,1.6374,0.8726,1.5224,1.849,4,0.4622,1.0043,0.3749,3,0.125,1.7129,0.3333,1.358750649563767,1.0893,0.0,0,0,0,,,0,0.075,0,0.45,0.7703,^NSEI,1,0,0,0,1,0
Z0002,2015-03-11,0.2587,timeout,supply,DBD,1.7077,3,0.6537,8.5999,1.4618,0.8619,1.0844,0.1664,3,0.0555,1.3499,0.335,3,0.1117,0.0974,1.0,1.1956375025804065,0.726,0.0,0,0,0,,,0,0.075,0,0.45,0.7265,INFY.NS,1,0,1,0,0,0
Z0002,2015-03-12,-1.0,loss,demand,RBR,0.716,1,0.38,21.4537,0.9058,0.9055,1.8196,1.092,4,0.273,0.7164,1.4983,3,0.4994,1.525,0.6667,0.8780702257064336,0.8006,0.9453,1,0,0,,,0,0.075,0,0.65,0.6371,TCS.NS,0,1,0,0,0,1
Z0003,2015-03-31,-1.0,loss,supply,DBD,0.9942,3,0.6097,111.8488,1.1873,0.9035,1.5659,0.0067,2,0.0034,1.6605,1.5378,3,0.5126,0.0067,1.0,1.5140949755398794,0.8816,0.8705,1,0,0,,,0,0.075,0,0.85,0.7774,^NSEI,0,0,1,0,0,0
Z0001,2015-04-17,-1.0,loss,demand,DBR,0.7427,2,0.6909,20.811,1.2687,0.8971,3.5764,2.626,4,0.6565,0.9691,2.0641,3,0.688,3.5355,0.6667,1.341563698648279,0.972,0.531,1,0,0,,,0,0.075,0,0.85,0.3222,TCS.NS,0,1,0,1,0,0
Z0004,2015-04-21,-1.0,loss,demand,DBR,1.2247,1,0.621,117.6224,0.8617,1.0,2.0974,1.4249,4,0.3562,0.8277,1.657,3,0.5523,1.1635,0.6667,0.7566140538111554,1.0502,0.4599,0,0,0,,,0,0.0749,0,0.85,0.4692,^NSEI,0,1,0,1,0,0
Z0006,2015-05-11,2.0,win,supply,RBD,0.6256,1,0.8188,119.9706,1.8304,0.9438,1.8613,0.3309,2,0.1655,1.5838,0.4764,3,0.1588,0.529,0.3333,1.2047708004023567,0.9159,1.0,1,0,0,,,0,0.1257,0,0.85,0.6721,^NSEI,1,0,0,0,1,0
Z0002,2015-05-11,2.0,win,supply,RBD,1.5969,3,0.7989,4.9487,2.2231,0.8787,1.3235,0.396,2,0.198,2.1289,2.4534,3,0.8178,0.248,1.0,1.9375919300457147,1.2473,0.4528,0,0,0,,,0,0.075,0,0.45,0.786,RELIANCE.NS,1,0,0,0,1,0
Z0004,2015-05-26,2.0,win,supply,RBD,0.7024,3,0.8419,8.2548,0.7443,0.803,1.3605,1.0668,3,0.3556,1.1729,1.9293,3,0.6431,1.5188,1.0,0.5395687330205138,0.7038,0.8015,1,0,0,,,0,0.075,0,0.45,0.9361,INFY.NS,1,0,0,0,1,0
Z0001,2015-06-19,-1.0,loss,supply,RBD,1.2583,1,0.49,4.4597,1.4898,0.8898,1.2809,0.1636,2,0.0818,1.8708,1.3464,3,0.4488,0.13,0.6667,0.7194988642563709,0.583,0.386,0,0,0,,,0,0.075,0,0.85,0.6982,HDFCBANK.NS,0,0,0,0,1,0
Z0007,2015-06-24,2.0,win,supply,RBD,0.5841,1,0.7385,105.7098,1.952,0.9526,2.75,1.1517,4,0.2879,0.954,1.2383,3,0.4128,1.9716,0.6667,0.8720964771579636,0.7241,1.0,1,0,1,0.0,0.6639,1,0.9083,1,0.65,0.488,^NSEI,1,0,0,0,1,0
Z0008,2015-06-29,1.6241,timeout,demand,RBR,1.8552,3,0.5965,108.8046,0.8621,0.8541,1.3529,0.4127,4,0.1032,0.929,0.8037,3,0.2679,0.2225,1.0,0.7738151546684325,0.9269,0.3427,0,0,1,0.0,0.6359,1,0.8521,1,0.65,0.8141,^NSEI,1,1,0,0,0,1
Z0009,2015-07-15,-1.0,loss,supply,RBD,0.7662,1,0.8103,101.145,0.7529,0.8135,1.5354,0.3411,2,0.1705,2.177,0.4963,3,0.1654,0.4452,0.6667,1.3755027422303474,0.9107,0.6377,1,0,0,0.7781,0.6639,0,0.3647,0,0.85,0.8016,^NSEI,0,0,0,0,1,0
Z0005,2015-07-15,-1.0,loss,supply,DBD,0.8886,3,0.7571,7.4984,1.0614,0.8884,1.8513,0.9873,3,0.3291,1.6809,0.0987,3,0.0329,1.1111,0.6667,1.1846379423981024,0.578,1.0,1,0,0,,,0,0.075,0,0.85,0.8024,INFY.NS,0,0,1,0,0,0
Z0004,2015-07-20,2.0,win,supply,RBD,1.4583,2,0.7726,17.6485,1.5923,0.827,2.3314,1.0575,2,0.5288,3.7248,0.7314,3,0.2438,0.7251,0.6667,2.252254016147027,1.3109,0.5806,1,0,0,,,0,0.075,0,0.45,0.443,TCS.NS,1,0,0,0,1,0
Z0005,2015-07-23,0.1446,timeout,demand,DBR,0.846,2,0.3306,19.7921,0.8764,0.9159,1.2944,0.7627,4,0.1907,0.6728,2.4206,3,0.8069,0.9015,1.0,0.9810771763803096,0.982,0.5437,1,0,0,,,0,0.075,0,0.45,0.7439,TCS.NS,1,1,0,1,0,0
Z0006,2015-07-23,0.5183,timeout,supply,RBD,1.3404,3,0.545,18.1141,0.7066,0.854,1.056,0.846,2,0.423,1.6194,0.6248,3,0.2083,0.6312,0.3333,0.6688933938934255,0.5441,0.5244,1,0,0,,,0,0.075,0,0.65,0.8306,TCS.NS,1,0,0,0,1,0
Z0011,2015-08-04,-0.7231,timeout,demand,DBR,1.4305,3,0.7144,95.8786,0.8005,0.8405,1.1374,0.3661,4,0.0915,1.2045,2.9511,3,0.9837,0.2559,1.0,1.4701522218606502,1.3688,0.7629,1,0,0,2.3704,0.6359,1,0.318,0,0.65,0.8636,^NSEI,0,1,0,1,0,0
Z0003,2015-08-12,2.0,win,supply,RBD,1.5062,1,0.5645,24.592,0.8363,0.8282,1.7038,1.4039,4,0.351,0.9664,1.8201,3,0.6067,0.9321,0.6667,0.8008684622831337,1.4215,0.0,0,0,0,,,0,0.075,0,0.45,0.561,TCS.NS,1,0,0,0,1,0
Z0005,2015-08-14,2.0,win,supply,DBD,0.7844,1,0.6805,4.3032,1.0375,0.9077,1.2355,0.4787,2,0.2393,1.3035,1.1077,3,0.3692,0.6103,0.6667,0.7837535743441411,0.7006,0.1754,0,0,0,,,0,0.075,0,0.45,0.7427,RELIANCE.NS,1,0,1,0,0,0
Z0002,2015-08-17,-1.0,loss,demand,DBR,0.8557,1,0.9658,4.2549,0.9939,0.9221,1.0152,0.0,1,0.0,1.6153,1.3049,3,0.435,0.0,1.0,0.7060434319255383,0.6799,1.0,1,0,0,4.4935,0.6094,0,0.1969,0,0.85,0.8389,HDFCBANK.NS,0,1,0,1,0,0
Z0006,2015-09-18,2.0,win,supply,DBD,0.6532,1,0.8624,4.9196,2.2118,0.8137,2.9571,0.0,1,0.0,6.065,1.7405,3,0.5802,0.0,0.6667,2.731683456554014,1.6342,1.0,1,0,0,,,0,0.075,0,0.65,0.3958,RELIANCE.NS,1,0,1,0,0,0
Z0003,2015-10-01,2.0,win,demand,RBR,1.0176,2,0.6275,5.3337,1.3907,0.8135,1.6261,1.4225,4,0.3556,1.2375,0.477,3,0.159,1.3979,0.6667,1.6022917106436032,1.0807,0.8849,1,0,0,2.4547,0.6094,0,0.1969,0,0.45,0.8182,HDFCBANK.NS,1,1,0,0,0,1
Z0007,2015-10-07,2.0,win,demand,DBR,1.1203,1,0.4471,11.862,0.8598,0.8372,1.5089,0.6179,3,0.206,1.4555,0.0593,3,0.0198,0.5515,0.3333,1.1495152782569094,1.0504,1.0,1,0,0,,,0,0.075,0,0.65,0.7708,INFY.NS,1,1,0,1,0,0
Z0013,2015-10-09,2.0,win,supply,DBD,0.9228,1,0.9439,105.2761,2.3457,0.8638,4.1149,0.1629,3,0.0543,2.0957,1.2643,3,0.4214,0.1765,0.6667,1.8064068463050769,1.2263,1.0,1,0,1,0.0,0.6639,0,0.812,1,0.45,0.4587,^NSEI,1,0,1,0,0,0
Z0015,2015-11-02,-1.0,loss,demand,RBR,0.9539,2,0.5908,140.2162,0.8145,0.9225,1.2064,0.4144,3,0.1381,1.4257,0.0349,3,0.0116,0.4344,0.6667,1.0846192577673786,1.0734,0.1896,0,0,1,0.0,0.6359,0,0.7527,1,0.65,0.7866,^NSEI,0,1,0,0,0,1
Z0004,2015-11-26,0.6179,timeout,supply,DBD,1.1662,3,0.6275,4.3741,0.7692,0.8189,2.1598,1.753,4,0.4382,0.7499,0.5917,3,0.1972,1.5032,0.3333,0.7392019900763805,0.8099,0.0,0,0,0,,,0,0.075,0,0.65,0.4598,RELIANCE.NS,1,0,1,0,0,0
Z0004,2015-12-07,2.0,win,supply,DBD,0.8047,1,0.6898,3.8501,0.8635,0.8352,1.166,0.6726,4,0.1681,1.083,0.0822,3,0.0274,0.8358,0.6667,1.2722002750377992,0.8575,0.2963,0,0,0,,,0,0.075,0,0.65,0.758,HDFCBANK.NS,1,0,1,0,0,0
Z0009,2015-12-14,2.0,win,demand,DBR,0.9337,3,0.6118,14.0721,0.823,0.9025,1.0236,0.5076,3,0.1692,1.8484,0.3361,3,0.112,0.5437,1.0,2.571269690732989,0.6808,0.0,0,0,0,,,0,0.075,0,0.45,0.766,TCS.NS,1,1,0,1,0,0
Z0008,2015-12-21,2.0,win,demand,RBR,0.6687,1,0.8043,4.5319,1.4111,0.8568,1.0542,0.0,1,0.0,2.4729,1.1494,3,0.3831,0.0,1.0,1.3618227388951394,0.8755,1.0,1,0,0,2.9377,0.794,0,0.2338,0,0.45,0.8256,RELIANCE.NS,1,1,0,0,0,1
Z0010,2015-12-31,2.0,win,supply,RBD,0.5245,1,0.8696,14.5103,0.9323,0.8715,2.043,1.3066,4,0.3266,0.7269,1.2797,3,0.4266,2.4911,1.0,0.8414163103959608,0.8925,1.0,1,0,1,0.0,0.6594,1,0.8569,1,0.45,0.5896,TCS.NS,1,0,0,0,1,0
Z0003,2016-01-11,-1.0,loss,supply,RBD,1.2536,1,0.6923,4.5852,1.0796,0.8616,2.1262,1.3665,4,0.3416,1.1118,1.0631,3,0.3544,1.0901,0.3333,0.9332590326100256,1.292,0.0,0,0,0,,,0,0.075,0,0.85,0.3987,RELIANCE.NS,0,0,0,0,1,0
Z0009,2016-01-18,-1.0,loss,demand,RBR,1.2129,2,0.6252,4.4192,1.74,0.8153,2.1451,1.2324,3,0.4108,2.7298,1.3276,3,0.4425,1.0161,0.6667,1.7895038389269835,1.3153,1.0,1,0,0,4.9624,0.794,0,0.2338,0,0.85,0.5803,RELIANCE.NS,0,1,0,0,0,1
Z0011,2016-02-01,3.9339,timeout,supply,DBD,1.0859,2,0.355,14.6986,1.074,0.926,1.5507,0.5469,2,0.2735,1.88,0.2569,3,0.0856,0.5036,0.6667,1.015822127165593,0.5252,1.0,1,0,0,0.5962,0.6594,0,0.3824,0,0.65,0.8315,TCS.NS,1,0,1,0,0,0
Z0007,2016-02-05,2.0,win,demand,RBR,0.9589,2,0.7411,4.6335,0.8798,0.9156,2.1506,1.5734,3,0.5245,1.5003,0.0675,3,0.0225,1.6408,0.3333,1.152286915408853,1.0466,1.0,1,0,0,1.6013,0.794,0,0.2836,0,0.85,0.6153,RELIANCE.NS,1,1,0,0,0,1
Z0011,2016-02-15,0.0619,timeout,supply,DBD,1.2984,3,0.6343,6.0051,1.3756,0.8206,1.5121,0.6465,2,0.3233,1.5571,0.6142,3,0.2047,0.4979,1.0,0.8077493972662907,0.6676,0.6948,1,0,0,1.0856,0.7697,1,0.4432,0,0.85,0.8827,RELIANCE.NS,1,0,1,0,0,0
Z0020,2016-02-17,-0.343,timeout,demand,DBR,1.3145,1,0.7425,126.1274,0.8372,0.8425,1.016,0.0,1,0.0,2.5569,2.5974,3,0.8658,0.0,1.0,1.492185196107343,1.4547,0.0,0,0,0,7.8365,0.6359,0,0.1378,0,0.65,0.6493,^NSEI,0,1,0,1,0,0
Z0021,2016-03-01,-1.0,loss,supply,RBD,0.9608,3,0.635,129.63,1.0086,0.8752,1.2131,1.0719,3,0.3573,1.2377,0.3942,3,0.1314,1.1156,0.6667,0.8153678382686016,0.8221,1.0,1,0,0,8.3316,0.6639,0,0.2828,0,0.85,0.9533,^NSEI,0,0,0,0,1,0
Z0013,2016-03-01,-1.0,loss,supply,RBD,1.2315,3,0.5311,20.5967,0.8763,0.8852,1.2789,1.0136,4,0.2534,0.9502,0.4841,3,0.1614,0.823,0.6667,0.7648124876479329,0.7112,1.0,1,0,0,2.5407,0.6594,0,0.2069,0,0.85,0.8975,TCS.NS,0,0,0,0,1,0
Z0005,2016-03-02,-0.8468,timeout,supply,DBD,1.104,2,0.6252,4.3941,1.7859,0.8415,1.9918,0.2007,2,0.1004,2.8921,0.6253,3,0.2084,0.1818,0.3333,1.3661197945972563,1.0734,1.0,1,0,0,,,0,0.075,0,0.85,0.5883,HDFCBANK.NS,0,0,1,0,0,0
Z0018,2016-03-10,2.0,win,supply,RBD,0.5428,1,0.4333,109.0715,1.0186,0.8145,1.6453,0.8595,2,0.4298,2.1469,0.8614,3,0.2871,1.5836,0.3333,1.129261712043169,1.0067,1.0,1,0,0,6.4114,0.6639,0,0.2557,0,0.65,0.7553,^NSEI,1,0,0,0,1,0
Z0017,2016-03-22,0.3099,timeout,supply,DBD,1.3117,2,0.3852,83.8591,1.2527,0.9011,2.5149,0.6916,4,0.1729,1.2215,1.7565,3,0.5855,0.5272,0.6667,1.3367300003538194,1.0561,1.0,1,0,0,5.8902,0.6639,0,0.26,0,0.65,0.4078,^NSEI,1,0,1,0,0,0
Z0016,2016-04-18,-1.0,loss,supply,RBD,0.8162,3,0.4256,80.4955,1.6554,0.9348,3.9946,2.7703,4,0.6926,1.1053,1.1765,3,0.3922,3.3942,0.6667,0.9724578565498322,0.8966,1.0,1,0,0,4.3164,0.6639,0,0.26,0,0.85,0.3304,^NSEI,0,0,0,0,1,0
Z0004,2016-05-06,0.7631,timeout,supply,DBD,2.1918,2,0.6071,1.752,1.4794,0.8182,1.2877,0.137,4,0.0342,1.3449,1.2603,3,0.4201,0.0625,0.6667,2.333478531753688,1.1145,1.0,1,0,0,,,0,0.1102,0,0.45,0.7996,IDFCFIRSTB.NS,1,0,1,0,0,0
Z0016,2016-05-11,2.0,win,demand,DBR,1.2743,3,0.827,19.308,0.7913,0.9115,1.4582,1.0843,4,0.2711,0.6249,0.7862,3,0.2621,0.8509,0.6667,0.7323726403561823,0.4633,0.8781,1,0,0,3.2434,0.6935,0,0.2137,0,0.45,0.9259,TCS.NS,1,1,0,1,0,0
Z0025,2016-05-16,2.0,win,demand,DBR,1.0295,3,0.7929,96.3533,1.1499,0.9367,1.275,0.3565,4,0.0891,0.8959,1.0093,3,0.3364,0.3463,0.6667,0.8295883051810528,0.9388,0.6574,1,0,0,2.2039,0.6359,0,0.2211,0,0.65,0.8664,^NSEI,1,1,0,1,0,0
Z0024,2016-05-25,-1.0,loss,supply,RBD,0.528,1,0.2488,95.5538,1.2574,0.9188,2.0256,1.0491,4,0.2623,1.0689,0.7415,3,0.2472,1.987,0.6667,1.4183193521796054,1.0151,0.3987,0,0,0,3.1854,0.6639,0,0.1815,0,0.85,0.3874,^NSEI,0,0,0,0,1,0
Z0013,2016-07-18,2.0,win,supply,DBD,1.0943,2,0.9915,4.5247,1.3281,0.8569,1.5715,0.9737,4,0.2434,2.3088,0.7351,3,0.245,0.8898,0.6667,3.658387167551727,0.8043,0.0,0,0,0,0.5895,0.7697,0,0.4053,0,0.45,0.8019,RELIANCE.NS,1,0,1,0,0,0
Z0027,2016-08-03,2.0,win,demand,DBR,0.7237,1,0.6357,81.7352,1.4155,0.9556,1.4357,0.375,4,0.0937,1.0684,0.0514,3,0.0171,0.5182,0.3333,0.8950948800572861,0.8185,1.0,1,0,0,4.3595,0.6359,0,0.2772,0,0.45,0.8389,^NSEI,1,1,0,1,0,0
Z0020,2016-08-05,2.0,win,demand,RBR,0.7318,1,0.8524,19.3921,1.5543,0.8199,1.4953,0.0,1,0.0,3.2369,1.2292,3,0.4097,0.0,0.6667,1.466807863951218,0.9523,1.0,1,0,0,1.9261,0.6832,1,0.3209,0,0.65,0.8254,TCS.NS,1,1,0,0,0,1
Z0019,2016-08-09,2.0,win,demand,RBR,0.9397,2,0.5895,19.9384,0.7683,0.8038,2.5348,1.7645,3,0.5882,1.6831,1.5045,3,0.5015,1.8776,1.0,1.687849565936461,0.7478,1.0,1,0,0,5.6342,0.6935,0,0.2137,0,0.65,0.5162,TCS.NS,1,1,0,0,0,1
Z0014,2016-08-11,2.0,win,demand,DBR,0.9658,1,0.6386,3.749,1.0618,0.8747,1.7861,0.8407,3,0.2802,1.4403,1.3992,3,0.4664,0.8705,0.6667,1.0209120310004478,0.8773,1.0,1,0,0,1.9656,0.6457,0,0.2084,0,0.45,0.7319,RELIANCE.NS,1,1,0,1,0,0
Z0018,2016-08-26,-0.486,timeout,demand,RBR,1.1294,2,0.6238,20.7903,0.8927,0.926,1.9351,1.1465,4,0.2866,0.9427,0.9094,3,0.3031,1.0152,0.6667,0.5874396901533528,0.6797,0.9959,1,0,0,4.0928,0.6935,0,0.2137,0,0.85,0.712,TCS.NS,0,1,0,0,0,1
Z0001,2016-09-01,-1.0,loss,supply,RBD,0.9181,3,0.3605,2.2482,0.9608,0.9184,1.8575,1.3024,4,0.3256,1.053,0.8327,3,0.2776,1.4186,0.6667,0.5707076340971369,0.3702,1.0,1,0,0,,,0,0.075,0,0.85,0.7053,IDFCFIRSTB.NS,0,0,0,0,1,0
Z0009,2016-09-06,0.3189,timeout,supply,RBD,0.7184,1,0.309,7.9177,0.8998,0.8412,1.2769,0.7589,2,0.3795,1.4957,0.4606,3,0.1535,1.0564,0.3333,0.6480491810076122,0.8137,1.0,1,0,0,,,0,0.075,0,0.45,0.8113,INFY.NS,1,0,0,0,1,0
Z0014,2016-09-08,2.0095,timeout,demand,DBR,0.9787,3,0.499,22.5685,1.1386,0.9407,1.9072,0.8291,4,0.2073,1.3226,0.0182,3,0.0061,0.8471,0.6667,1.8051091472809,1.1524,0.5239,1,0,0,0.5732,0.6935,0,0.3921,0,0.45,0.6254,TCS.NS,1,1,0,1,0,0
Z0015,2016-09-09,2.0,win,supply,RBD,1.415,2,0.7812,4.1619,1.2473,0.9256,1.7635,0.8307,2,0.4153,3.2272,1.8998,3,0.6333,0.5871,0.6667,2.98532185384516,1.6739,0.0,0,0,0,1.6812,0.7697,0,0.2688,0,0.85,0.6238,RELIANCE.NS,1,0,0,0,1,0
Z0005,2016-09-20,2.0,win,demand,RBR,1.4484,2,0.7101,1.8648,0.8018,0.8333,1.0346,0.6466,4,0.1617,1.5529,0.6207,3,0.2069,0.4464,1.0,1.4347736695381206,2.0571,1.0,1,0,0,,,0,0.15,0,0.45,0.8457,IDFCFIRSTB.NS,1,1,0,0,0,1
Z0032,2016-10-03,-1.0,loss,supply,DBD,0.9561,2,0.4612,81.5786,2.4694,0.8639,1.2166,0.0,1,0.0,3.4821,1.8424,3,0.6141,0.0,1.0,1.827538043078733,0.825,0.0,0,0,0,3.5009,0.6639,0,0.1835,0,0.85,0.6407,^NSEI,0,0,1,0,0,0
Z0006,2016-10-19,2.0,win,supply,DBD,0.5363,1,0.5455,2.9676,0.8776,0.9032,1.4627,0.9101,2,0.4551,1.5205,1.0239,3,0.3413,1.6969,0.6667,1.144233516273531,0.7018,0.0,0,0,0,,,0,0.0,0,0.45,0.7112,IDFCFIRSTB.NS,1,0,1,0,0,0
Z0006,2016-11-09,2.0,win,demand,RBR,1.0465,3,0.6829,3.8565,1.1766,0.9256,1.3184,0.5026,4,0.1256,0.8051,1.8831,3,0.6277,0.4803,0.6667,1.072374312459019,1.0903,1.0,1,0,0,12.9481,0.6094,0,0.1969,0,0.65,0.8555,HDFCBANK.NS,1,1,0,0,0,1
Z0007,2016-11-28,2.0,win,supply,DBD,0.9283,3,0.5182,2.5979,1.7266,0.945,1.1882,0.0743,4,0.0186,0.7368,0.3899,3,0.13,0.08,0.3333,0.8818275036946237,0.9032,0.0,0,0,0,,,0,0.0529,0,0.45,0.6576,IDFCFIRSTB.NS,1,0,1,0,0,0
Z0010,2016-12-09,2.0,win,supply,DBD,0.8336,1,0.543,7.7209,0.8584,0.8505,1.3012,1.1181,3,0.3727,1.155,1.6326,3,0.5442,1.3412,1.0,0.9578886148591672,0.8666,1.0,1,0,0,,,0,0.075,0,0.65,0.8395,INFY.NS,1,0,1,0,0,0
Z0034,2016-12-21,-1.0,loss,demand,DBR,0.9348,3,0.6713,125.214,0.8493,0.9454,1.3521,0.8801,4,0.22,0.9218,1.4056,3,0.4685,0.9415,1.0,0.8130155610904188,0.9949,0.1182,0,0,1,0.0,0.6359,0,0.7021,1,0.85,0.8568,^NSEI,0,1,0,1,0,0
Z0035,2016-12-28,-1.0,loss,supply,DBD,0.8717,3,0.4037,90.9164,0.7122,0.8264,1.5949,0.7793,3,0.2598,1.0352,0.9888,3,0.3296,0.894,0.6667,0.7805188604169983,0.7166,1.0,1,0,0,1.9499,0.6639,0,0.2711,0,0.85,0.8405,^NSEI,0,0,1,0,0,0
Z0007,2017-01-11,-1.0,loss,supply,DBD,0.9812,1,0.6589,5.519,1.0163,0.9179,1.6691,1.101,4,0.2753,0.9257,1.2249,3,0.4083,1.1221,0.6667,1.0153813920921837,0.7314,0.2386,0,0,0,,,0,0.075,0,0.85,0.6849,HDFCBANK.NS,0,0,1,0,0,0
Z0008,2017-01-13,0.1321,timeout,supply,DBD,1.4211,3,0.5165,1.9345,0.7729,0.8857,1.9946,1.471,4,0.3677,0.2764,0.374,3,0.1247,1.0351,0.6667,0.2342200208859325,0.3774,0.4532,0,0,0,,,0,0.1247,0,0.45,0.5734,IDFCFIRSTB.NS,1,0,1,0,0,0
Z0018,2017-01-17,-1.0,loss,demand,RBR,1.1996,3,0.4491,3.8909,1.1043,0.8114,1.1688,0.171,4,0.0427,1.4412,1.3482,3,0.4494,0.1425,0.6667,1.9218076640751096,0.7432,1.0,1,0,0,0.8969,0.6387,1,0.4406,0,0.85,0.8549,RELIANCE.NS,0,1,0,0,0,1
Z0031,2017-02-17,-1.0,loss,supply,RBD,0.9094,2,0.2669,79.94,0.8456,0.9006,2.2567,1.8902,2,0.9451,1.7659,1.8689,3,0.623,2.0784,0.6667,0.8976321698305777,1.2949,0.0,0,0,0,6.1102,0.6639,0,0.1328,0,0.65,0.2413,^NSEI,0,0,0,0,1,0
Z0019,2017-02-21,-1.0,loss,supply,RBD,1.0716,3,0.4744,3.6026,0.8294,0.885,2.8607,2.6458,3,0.8819,2.2049,0.9475,3,0.3158,2.469,1.0,1.0433557026316298,0.6266,0.0,0,0,1,0.0,0.5992,0,0.7448,1,0.85,0.3694,RELIANCE.NS,0,0,0,0,1,0
Z0023,2017-03-24,-1.0,loss,supply,DBD,1.0236,3,0.4807,6.2964,0.873,0.9122,1.0635,0.7309,3,0.2436,0.5645,0.0173,3,0.0058,0.714,1.0,0.3266524296318597,0.5291,0.0,0,0,0,7.1768,0.5992,0,0.1948,0,0.85,0.7304,RELIANCE.NS,0,0,1,0,0,0
Z0022,2017-04-19,0.5661,timeout,demand,RBR,1.3096,3,0.5961,20.5336,0.8189,0.8149,2.5485,1.8768,3,0.6256,1.5223,0.243,3,0.081,1.4331,0.6667,1.1702006232130526,0.6462,0.3184,0,0,1,0.0,0.6935,0,0.7637,1,0.45,0.5232,TCS.NS,1,1,0,0,0,1
Z0012,2017-05-12,-0.259,timeout,supply,DBD,1.021,2,0.6196,7.8008,1.8901,0.925,1.8044,0.5974,4,0.1493,1.6137,2.1913,3,0.7304,0.5851,0.6667,3.777002575389663,1.096,1.0,1,0,0,2.0089,0.7952,1,0.334,0,0.85,0.7301,INFY.NS,0,0,1,0,0,0
Z0039,2017-05-18,-1.0,loss,demand,RBR,1.1867,3,0.4354,65.8147,0.7787,0.9186,1.1411,0.2051,2,0.1026,1.614,1.4564,3,0.4855,0.1728,0.6667,0.9586044101560252,0.9339,1.0,1,0,0,18.9707,0.6359,0,0.2772,0,0.85,0.8263,^NSEI,0,1,0,0,0,1
Z0021,2017-05-25,2.0,win,supply,DBD,0.5275,1,0.8707,20.5712,0.7014,0.9247,1.5642,1.053,2,0.5265,1.3273,1.546,3,0.5153,1.9963,0.6667,1.046223967523222,0.5581,0.0,0,0,0,2.5671,0.6594,0,0.2069,0,0.65,0.7144,TCS.NS,1,0,1,0,0,0
Z0011,2017-05-26,2.0,win,supply,DBD,0.7665,2,0.6277,7.3755,1.0022,0.8836,1.9473,1.4579,2,0.729,1.8048,1.3051,3,0.435,1.902,1.0,0.981994269404766,0.9845,0.9963,1,0,0,0.4713,0.7952,1,0.5251,0,0.45,0.6905,INFY.NS,1,0,1,0,0,0
Z0024,2017-06-06,2.0,win,demand,DBR,0.6957,2,0.6454,5.8315,1.2474,0.8401,1.7074,0.8247,3,0.2749,1.6468,1.0267,3,0.3422,1.1854,1.0,1.5153954221515338,1.4871,1.0,1,0,1,0.0,0.5584,0,0.7367,1,0.65,0.8312,RELIANCE.NS,1,1,0,1,0,0
Z0009,2017-06-27,1.6743,timeout,supply,RBD,1.1737,1,0.877,4.8178,1.1051,0.8748,1.1713,0.5774,3,0.1925,1.9118,1.3109,3,0.437,0.492,0.6667,1.2246684549243898,1.5628,0.0,0,0,0,,,0,0.075,0,0.45,0.684,HDFCBANK.NS,1,0,0,0,1,0
Z0041,2017-06-27,2.0,win,supply,RBD,1.4204,3,0.7164,63.5367,1.075,0.8828,1.847,1.3174,3,0.4391,1.5439,0.624,3,0.208,0.9275,0.3333,0.976969832153014,0.9038,0.0,0,0,0,14.4291,0.6683,0,0.1349,0,0.65,0.6178,^NSEI,1,0,0,0,1,0
Z0011,2017-07-04,-1.0,loss,supply,DBD,1.1919,1,0.52,1.0117,1.2396,0.8286,1.4302,0.9535,4,0.2384,1.7899,0.0,3,0.0,0.8,0.6667,1.3053503854938835,0.8393,1.0,1,0,0,6.7458,0.6502,1,0.3678,0,0.85,0.856,IDFCFIRSTB.NS,0,0,1,0,0,0
Z0025,2017-07-04,-1.0,loss,supply,RBD,0.8252,3,0.8195,5.392,1.6767,0.9336,1.8203,0.7484,3,0.2495,0.8362,1.2863,3,0.4288,0.9069,1.0,0.8506780483817241,1.6254,0.0,0,0,0,13.6403,0.5992,0,0.1948,0,0.85,0.6133,RELIANCE.NS,0,0,0,0,1,0
