zone_id,entry_date,r_multiple,outcome,type,structure,width_atr,base_length,base_wick_frac,avg_atr,departure_body_atr,departure_close_ratio,leg_out_clear_atr,leg_out_disp_atr,leg_out_candles,leg_out_velocity,leg_out_vol_exp,leg_in_disp_atr,leg_in_candles,leg_in_velocity,disp_base_ratio,arrival_cleanliness,departure_volume_ratio,base_volume_ratio,trend_score,trend_aligned,weekly_trend_align,weekly_in_zone,weekly_dist_atr,weekly_zone_strength,weekly_zone_fresh,weekly_confluence_score,weekly_confirmed,freshness_score,strength_pit,symbol,label,is_demand,struct_DBD,struct_DBR,struct_RBD,struct_RBR
Z0023,2017-08-18,2.0,win,supply,RBD,0.5523,1,0.8571,20.4349,1.1933,0.8715,1.2881,0.0,1,0.0,4.249,2.8294,3,0.9431,0.0,1.0,1.927251127791625,0.689,0.0715,0,0,0,1.9555,0.6594,0,0.2124,0,0.65,0.7163,TCS.NS,1,0,0,0,1,0
Z0012,2017-09-01,0.6177,timeout,supply,DBD,1.4076,3,0.625,1.5261,0.8958,0.9032,2.2714,2.1754,4,0.5439,0.9351,1.4716,3,0.4905,1.5454,1.0,0.5355206711915689,0.6978,1.0,1,0,0,3.344,0.6502,0,0.2623,0,0.85,0.5682,IDFCFIRSTB.NS,1,0,1,0,0,0
Z0013,2017-09-22,-1.0,loss,demand,DBR,1.2477,2,0.5741,1.3696,1.0695,0.8182,2.1746,1.3546,2,0.6773,3.7829,0.7843,3,0.2614,1.0857,0.6667,2.2851420721892386,0.9709,0.4475,0,0,1,0.0,0.8051,0,0.8074,1,0.85,0.5591,IDFCFIRSTB.NS,0,1,0,1,0,0
Z0024,2017-09-27,2.0,win,supply,RBD,1.0724,2,0.5995,15.7858,0.9026,0.8568,1.4312,0.9882,4,0.247,1.6018,0.5081,3,0.1694,0.9215,0.3333,1.0348850885014806,1.4342,0.1736,0,0,0,1.3058,0.6594,0,0.2937,0,0.65,0.7676,TCS.NS,1,0,0,0,1,0
Z0029,2017-10-04,-1.0,loss,supply,DBD,1.2715,2,0.7832,7.8672,1.4783,0.8791,1.3581,1.02,3,0.34,1.5203,2.1629,3,0.721,0.8022,1.0,1.0227909059751974,0.6979,0.0,0,0,0,15.1968,0.5992,0,0.1948,0,0.85,0.8174,RELIANCE.NS,0,0,1,0,0,0
Z0028,2017-10-06,-1.0,loss,supply,DBD,0.9179,1,0.6343,7.4008,1.3368,0.8427,2.2042,1.0843,4,0.2711,0.7776,0.1693,3,0.0564,1.1813,1.0,0.6919839342100058,0.7282,0.0,0,0,0,17.7824,0.5992,0,0.1948,0,0.85,0.4,RELIANCE.NS,0,0,1,0,0,0
Z0011,2017-11-03,1.117,timeout,supply,RBD,1.7236,3,0.753,5.7995,2.5685,0.8705,1.7809,0.1603,3,0.0534,2.7914,0.3364,3,0.1121,0.093,0.6667,3.02632167473626,0.8288,0.0,0,0,0,,,0,0.075,0,0.45,0.6089,HDFCBANK.NS,1,0,0,0,1,0
Z0025,2017-11-07,2.0,win,demand,RBR,2.0514,3,0.6574,18.7464,0.9821,0.8959,1.3454,1.5275,4,0.3819,0.9657,1.8542,3,0.6181,0.7446,1.0,0.8198934126655133,0.5586,1.0,1,0,0,3.4343,0.6832,0,0.2116,0,0.65,0.9172,TCS.NS,1,1,0,0,0,1
Z0044,2017-11-17,-1.0,loss,supply,DBD,1.5236,3,0.5675,85.4225,1.1361,0.9262,1.5927,1.2514,3,0.4171,1.1743,1.3041,3,0.4347,0.8213,0.6667,0.8294058488296425,1.0542,0.0,0,0,0,18.5223,0.6683,0,0.1553,0,0.85,0.7111,^NSEI,0,0,1,0,0,0
Z0034,2017-11-22,2.0,win,demand,RBR,0.7945,1,0.5701,9.0762,0.7097,0.8191,1.0706,1.2668,4,0.3167,0.9794,1.3976,3,0.4659,1.5945,0.6667,0.7311094845480907,0.9026,1.0,1,0,0,11.5357,0.6603,1,0.3071,0,0.65,0.8452,RELIANCE.NS,1,1,0,0,0,1
Z0043,2017-11-24,2.0,win,supply,RBD,1.0954,3,0.7387,79.2892,1.6017,0.9355,1.2669,0.5928,2,0.2964,2.1745,1.0928,3,0.3643,0.5412,0.6667,1.1865177832919769,0.8482,0.0,0,0,0,21.5676,0.6683,0,0.1413,0,0.65,0.7689,^NSEI,1,0,0,0,1,0
Z0042,2017-12-06,2.0,win,demand,RBR,1.2401,3,0.6912,89.874,0.948,0.9368,1.8604,1.536,4,0.384,1.0436,1.0609,3,0.3536,1.2386,0.6667,1.0062609566741798,0.8017,1.0,1,0,0,20.5674,0.6359,0,0.272,0,0.45,0.7734,^NSEI,1,1,0,0,0,1
Z0045,2018-01-22,2.0,win,demand,RBR,1.1766,1,0.4634,89.3241,0.7333,0.8924,2.2222,2.1416,4,0.5354,1.282,0.7842,3,0.2614,1.8201,0.6667,1.1067572970811674,1.6778,1.0,1,0,0,1.6183,0.7428,1,0.4463,0,0.65,0.447,^NSEI,1,1,0,0,0,1
Z0036,2018-01-29,2.0,win,supply,RBD,0.8794,1,0.4828,7.9749,0.8491,0.8063,1.3563,0.8794,4,0.2199,0.876,2.3433,3,0.7811,1.0,0.6667,1.057288739391045,1.6967,0.0,0,0,0,24.166,0.5992,0,0.1948,0,0.65,0.6536,RELIANCE.NS,1,0,0,0,1,0
Z0046,2018-01-31,2.0,win,supply,RBD,1.7721,3,0.6192,91.6168,0.7771,0.8194,2.7135,3.155,4,0.7887,1.1837,2.7779,3,0.926,1.7804,1.0,1.0568521565809903,1.3561,0.0,0,0,0,25.6877,0.6683,0,0.1518,0,0.45,0.3363,^NSEI,1,0,0,0,1,0
Z0028,2018-02-07,-0.1986,timeout,demand,RBR,1.939,3,0.6658,24.982,2.5201,0.914,3.2377,0.9438,3,0.3146,2.3048,0.7418,3,0.2473,0.4867,0.3333,1.9084290877820744,1.2499,1.0,1,0,0,7.3602,0.6832,0,0.2116,0,0.65,0.487,TCS.NS,0,1,0,0,0,1
Z0027,2018-03-16,0.1825,timeout,demand,RBR,1.583,3,0.5528,22.1741,1.7288,0.9028,2.5044,1.9767,4,0.4942,1.4525,1.943,3,0.6477,1.2487,0.6667,2.060323382394054,1.1918,1.0,1,0,0,5.6748,0.6832,0,0.2116,0,0.65,0.5141,TCS.NS,1,1,0,0,0,1
Z0047,2018-03-16,-1.0,loss,demand,DBR,1.2358,3,0.5183,125.5514,0.9542,0.9114,1.0366,0.0434,2,0.0217,1.9443,1.8375,3,0.6125,0.0351,1.0,1.0103887008287615,1.0129,1.0,1,0,1,0.0,0.6901,0,0.7323,1,0.85,0.8671,^NSEI,0,1,0,1,0,0
Z0014,2018-04-04,2.0,win,demand,RBR,0.8349,2,0.9068,6.5153,1.4338,0.8994,1.1097,0.0,1,0.0,2.0984,1.2171,3,0.4057,0.0,0.6667,0.7790110680203561,1.2933,1.0,1,0,0,0.1779,0.8507,0,0.4729,0,0.45,0.85,HDFCBANK.NS,1,1,0,0,0,1
Z0048,2018-04-06,-1.0,loss,supply,RBD,1.1436,3,0.6114,124.4332,1.2055,0.9103,1.9452,0.8109,2,0.4054,2.1451,1.6487,3,0.5496,0.7091,0.6667,1.49822128979294,0.9594,0.3326,0,0,0,13.4249,0.6683,0,0.2394,0,0.85,0.579,^NSEI,0,0,0,0,1,0
Z0013,2018-05-04,-1.0,loss,supply,RBD,1.1641,3,0.5477,6.0829,1.4338,0.8657,4.2015,2.8375,4,0.7094,1.1728,1.7772,3,0.5924,2.4376,1.0,1.0596844115178163,1.0061,0.0,0,0,0,,,0,0.075,0,0.65,0.2924,HDFCBANK.NS,0,0,0,0,1,0
Z0016,2018-05-08,2.0,win,supply,DBD,0.8838,1,0.8947,1.0495,0.7908,0.8182,2.3259,2.0003,4,0.5001,1.1214,1.163,3,0.3877,2.2632,0.6667,0.8031518021914001,2.2624,1.0,1,0,0,15.3062,0.6502,0,0.28,0,0.65,0.4192,IDFCFIRSTB.NS,1,0,1,0,0,0
Z0037,2018-05-11,2.0,win,supply,RBD,1.3444,1,0.7451,8.3403,0.9859,0.8988,1.6633,0.4929,4,0.1232,0.9541,2.0851,3,0.695,0.3666,0.6667,1.4763093118099369,1.9937,0.0,0,0,0,23.9126,0.5992,0,0.1948,0,0.65,0.5743,RELIANCE.NS,1,0,0,0,1,0
Z0015,2018-06-04,2.0,win,demand,RBR,0.7924,1,0.7741,6.9228,0.9499,0.8733,3.3292,3.4734,2,1.7367,4.4499,2.4899,3,0.83,4.3834,1.0,0.8742866079480425,0.5902,1.0,1,0,0,5.2368,0.8507,0,0.2451,0,0.45,0.4154,HDFCBANK.NS,1,1,0,0,0,1
Z0018,2018-06-13,2.0,win,supply,DBD,1.1944,1,0.963,1.1037,1.504,0.9487,2.0791,1.1501,2,0.5751,3.4336,2.0349,3,0.6783,0.9629,1.0,1.3240601239686125,1.0354,1.0,1,0,0,16.8991,0.6502,0,0.28,0,0.45,0.6266,IDFCFIRSTB.NS,1,0,1,0,0,0
Z0016,2018-06-26,-1.0,loss,supply,RBD,0.9931,1,0.8541,8.6057,2.7861,0.9307,1.4709,0.0,1,0.0,10.1575,3.0702,3,1.0234,0.0,0.6667,7.259793453923168,2.626,0.0,0,0,0,3.1482,0.696,0,0.2142,0,0.65,0.6513,HDFCBANK.NS,0,0,0,0,1,0
Z0049,2018-06-28,1.7788,timeout,demand,DBR,0.8021,1,0.5435,102.546,0.7918,0.8764,1.4998,0.9976,4,0.2494,0.8838,0.4057,3,0.1352,1.2438,0.6667,0.8133633151300996,0.7144,1.0,1,0,1,0.0,0.7428,0,0.8117,1,0.65,0.9095,^NSEI,1,1,0,1,0,0
Z0017,2018-07-02,2.0,win,demand,RBR,0.7396,1,0.899,7.4171,0.8222,0.8601,1.3018,0.9109,4,0.2277,0.6849,0.8113,3,0.2704,1.2315,0.3333,0.5173110077617149,0.8996,1.0,1,0,0,5.8571,0.8507,0,0.2451,0,0.45,0.8829,HDFCBANK.NS,1,1,0,0,0,1
Z0038,2018-07-10,-1.0,loss,supply,RBD,0.7925,1,0.4218,8.1555,0.8572,0.8048,2.6415,2.167,4,0.5418,1.2017,0.5634,3,0.1878,2.7342,0.6667,2.0324224517307607,1.3913,0.0,0,0,0,26.0934,0.5992,0,0.1948,0,0.85,0.1662,RELIANCE.NS,0,0,0,0,1,0
Z0018,2018-08-13,2.0,win,demand,DBR,0.6173,1,0.8428,7.2591,0.8687,0.8848,1.2935,0.7032,4,0.1758,0.6585,1.3285,3,0.4428,1.1391,0.6667,0.533145576316261,0.5905,1.0,1,0,0,6.5057,0.8507,0,0.2451,0,0.45,0.9004,HDFCBANK.NS,1,1,0,1,0,0
Z0019,2018-08-13,2.0,win,demand,RBR,1.3611,3,0.7727,1.428,0.9772,0.8333,1.2913,1.2564,3,0.4188,1.9385,0.8376,3,0.2792,0.9231,0.6667,1.2781314954515297,1.1756,0.0,0,0,0,7.6904,0.8051,0,0.2476,0,0.65,0.8009,IDFCFIRSTB.NS,1,1,0,0,0,1
Z0017,2018-08-13,-1.0,loss,supply,DBD,1.0906,2,0.5152,1.0296,1.707,0.9268,4.0304,2.5605,4,0.6401,1.8034,1.9441,3,0.648,2.3478,1.0,1.8780931898745927,0.9021,1.0,1,0,0,16.4082,0.6502,0,0.28,0,0.85,0.4508,IDFCFIRSTB.NS,0,0,1,0,0,0
Z0020,2018-08-16,2.0,win,demand,RBR,0.7624,1,0.9091,1.4381,1.1089,0.875,1.8713,1.3862,4,0.3465,1.1068,0.8317,3,0.2772,1.8182,0.3333,1.1366091347595584,2.3338,0.2001,0,0,1,0.0,0.5042,1,0.87,1,0.45,0.6012,IDFCFIRSTB.NS,1,1,0,0,0,1
Z0039,2018-08-31,-1.0,loss,demand,RBR,0.9956,1,0.5939,10.8926,0.9407,0.8722,2.743,2.0135,4,0.5034,1.038,1.2861,3,0.4287,2.0224,0.3333,1.1510224698003817,1.0788,1.0,1,0,0,9.3809,0.7457,1,0.3241,0,0.65,0.4212,RELIANCE.NS,0,1,0,0,0,1
Z0050,2018-09-03,-1.0,loss,demand,RBR,1.0864,3,0.7205,81.644,1.0546,0.9146,1.4428,0.5702,2,0.2851,2.2064,1.8936,3,0.6312,0.5248,0.6667,0.8638046372670001,0.968,1.0,1,0,0,10.8514,0.7428,0,0.2986,0,0.85,0.9259,^NSEI,0,1,0,0,0,1
Z0021,2018-09-04,-0.9714,timeout,demand,RBR,1.39,2,0.6212,1.5059,0.7281,0.8462,1.4562,0.8605,2,0.4302,1.9376,2.1181,3,0.706,0.6191,1.0,1.1239580150458957,1.0832,0.535,1,0,0,0.4964,0.5042,1,0.508,0,0.85,0.8303,IDFCFIRSTB.NS,0,1,0,0,0,1
Z0051,2018-09-11,2.0,win,supply,DBD,2.1598,3,0.7675,96.8368,1.3647,0.9259,1.0982,1.5552,2,0.7776,1.1422,1.6063,3,0.5354,0.7201,0.6667,1.1827557755775575,1.0964,0.0,0,0,0,28.5168,0.6683,0,0.146,0,0.45,0.7936,^NSEI,1,0,1,0,0,0
Z0019,2018-09-18,2.0,win,supply,DBD,1.6978,2,0.608,6.5102,1.0325,0.8798,1.0006,1.0946,3,0.3649,1.73,1.7953,3,0.5984,0.6447,0.6667,0.8918074867356073,1.0869,0.3286,0,0,0,0.3996,0.696,0,0.4143,0,0.45,0.7946,HDFCBANK.NS,1,0,1,0,0,0
Z0022,2018-10-11,2.0,win,demand,DBR,0.8401,1,0.8387,1.839,1.2466,0.92,1.1924,0.3252,3,0.1084,1.0767,1.7073,3,0.5691,0.3871,1.0,0.8708793293966584,1.1759,0.0,0,0,0,2.8591,0.5042,0,0.1217,0,0.45,0.6741,IDFCFIRSTB.NS,1,1,0,1,0,0
Z0053,2018-11-01,-1.0,loss,supply,RBD,1.0519,2,0.7635,185.1454,1.2728,0.9394,1.4224,1.6541,4,0.4135,0.8656,0.7597,3,0.2532,1.5725,1.0,0.7946096006026534,0.74,0.8964,1,0,0,9.5632,0.6683,0,0.2828,0,0.85,0.9423,^NSEI,0,0,0,0,1,0
Z0014,2018-11-09,0.1565,timeout,demand,DBR,1.2122,3,0.5082,17.7736,0.8479,0.8406,1.3772,1.2282,2,0.6141,1.5061,1.7636,3,0.5879,1.0132,1.0,1.0073191148975895,0.7793,0.92,1,0,1,0.2042,0.6398,0,0.7274,1,0.65,0.9538,INFY.NS,1,1,0,1,0,0
Z0052,2018-11-29,2.0,win,supply,DBD,1.7213,3,0.5182,155.6419,0.7996,0.9002,3.2453,3.4811,3,1.1604,1.979,0.7106,3,0.2369,2.0224,0.6667,1.3055218036992036,1.471,0.386,0,0,0,14.2542,0.6683,0,0.2837,0,0.45,0.3584,^NSEI,1,0,1,0,0,0
Z0015,2018-12-26,0.7746,timeout,demand,DBR,2.0768,3,0.7222,16.1399,1.2844,0.9199,1.4813,0.1994,4,0.0498,1.4706,2.0137,3,0.6712,0.096,1.0,2.1267701247937527,1.5088,0.9629,1,0,1,0.0,0.6398,0,0.753,1,0.45,0.8737,INFY.NS,1,1,0,1,0,0
Z0030,2019-01-04,-0.5333,timeout,demand,DBR,1.4865,2,0.6947,41.6667,0.7137,0.8777,2.4394,1.8439,2,0.9219,3.6248,1.7129,3,0.571,1.2404,0.6667,1.4576319322259608,1.7091,0.9151,1,0,0,7.8338,0.7461,1,0.3242,0,0.45,0.5166,TCS.NS,0,1,0,1,0,0
Z0016,2019-01-14,-1.0,loss,supply,RBD,1.0322,1,0.5544,15.2313,0.9332,0.9136,1.5803,1.5803,3,0.5268,1.2166,1.5268,3,0.5089,1.5311,1.0,0.5392989066248257,1.0563,0.0,0,0,1,0.0,0.5918,0,0.7434,1,0.85,0.706,INFY.NS,0,0,0,0,1,0
Z0022,2019-01-24,2.0,win,supply,RBD,1.8619,3,0.719,6.445,1.025,0.8852,1.0895,0.7616,4,0.1904,1.3565,0.9766,3,0.3255,0.409,1.0,0.949988366072512,1.3413,0.0,0,0,0,4.9571,0.696,0,0.2142,0,0.45,0.7252,HDFCBANK.NS,1,0,0,0,1,0
Z0031,2019-01-28,-1.0,loss,supply,DBD,1.3291,3,0.7394,34.5658,1.2389,0.8542,1.3481,0.1566,3,0.0522,1.5544,0.7049,3,0.235,0.1178,0.6667,1.280876418263281,0.7059,0.1316,0,0,1,0.0,0.6395,1,0.8529,1,0.85,0.8323,TCS.NS,0,0,1,0,0,0
Z0055,2019-01-28,2.0,win,supply,DBD,0.6223,1,0.9154,109.188,0.7254,0.8625,1.3449,1.1792,4,0.2948,1.3447,0.8046,3,0.2682,1.8949,0.6667,1.5685345338230068,1.2238,0.3837,0,0,0,19.1933,0.6683,0,0.209,0,0.65,0.7858,^NSEI,1,0,1,0,0,0
Z0023,2019-01-31,-1.0,loss,supply,DBD,1.6337,3,0.7596,6.3485,0.7513,0.8467,1.53,0.8332,2,0.4166,2.6646,1.2571,3,0.419,0.51,0.6667,1.6521051107127758,1.4921,0.1752,0,0,0,3.5289,0.696,0,0.2142,0,0.85,0.7566,HDFCBANK.NS,0,0,1,0,0,0
Z0041,2019-02-14,0.726,timeout,demand,DBR,1.201,1,0.4307,12.494,0.891,0.9111,2.3577,2.2816,4,0.5704,1.015,1.41,3,0.47,1.8997,1.0,1.046251609231717,0.8175,1.0,1,0,0,7.0732,0.7457,1,0.3241,0,0.45,0.4235,RELIANCE.NS,1,1,0,1,0,0
Z0056,2019-02-15,1.4996,timeout,demand,DBR,1.085,2,0.7454,116.6304,1.2038,0.9555,1.9219,0.8866,4,0.2216,1.2286,1.5648,3,0.5216,0.8171,0.6667,1.8113478788241808,1.2151,0.716,1,0,1,0.0,0.7428,0,0.7855,1,0.45,0.7163,^NSEI,1,1,0,1,0,0
Z0015,2019-03-27,-1.0,loss,supply,DBD,1.0742,3,0.5135,2.1816,1.3204,0.8571,1.8799,0.6266,3,0.2089,0.7308,0.6266,3,0.2089,0.5833,1.0,0.593465786815092,0.3082,1.0,1,0,0,2.8763,0.6502,0,0.24,0,0.65,0.6889,IDFCFIRSTB.NS,0,0,1,0,0,0
Z0044,2019-04-05,0.8111,timeout,supply,RBD,1.3747,3,0.5145,14.2479,0.8062,0.8409,1.0345,0.7394,3,0.2465,1.1358,0.9227,3,0.3076,0.5379,0.6667,0.8448362236816459,0.8726,0.0,0,0,0,26.2087,0.5992,0,0.1948,0,0.65,0.7266,RELIANCE.NS,1,0,0,0,1,0
Z0033,2019-04-08,-1.0,loss,supply,RBD,0.7628,1,0.819,33.9521,1.5412,0.9018,1.0557,0.0,1,0.0,2.6353,2.4045,3,0.8015,0.0,1.0,1.5407818047289985,1.0665,0.0,0,0,0,1.1742,0.6395,0,0.3061,0,0.85,0.6803,TCS.NS,0,0,0,0,1,0
Z0043,2019-04-08,0.946,timeout,demand,DBR,0.658,1,0.6948,13.5547,1.2066,0.8954,1.7961,0.8033,4,0.2008,1.0017,0.596,3,0.1987,1.2208,0.6667,0.9536805751143586,0.8029,1.0,1,0,0,10.3967,0.7457,1,0.3241,0,0.85,0.7495,RELIANCE.NS,1,1,0,1,0,0
Z0058,2019-05-08,-1.0,loss,demand,DBR,0.7558,1,0.5074,111.2147,0.9715,0.9064,2.4592,1.6715,4,0.4179,1.0371,0.3902,3,0.1301,2.2117,0.6667,0.7649208282582217,0.785,1.0,1,0,0,5.9635,0.7428,0,0.2986,0,0.85,0.3644,^NSEI,0,1,0,1,0,0
Z0034,2019-05-20,2.0,win,demand,DBR,1.1091,2,0.332,35.581,1.0005,0.9175,2.4596,1.1125,4,0.2781,1.4967,0.4332,3,0.1444,1.0031,0.3333,2.721625919263544,1.1122,1.0,1,0,0,14.087,0.7461,1,0.3242,0,0.45,0.4743,TCS.NS,1,1,0,1,0,0
Z0025,2019-05-22,-1.0,loss,supply,RBD,1.4543,1,0.5852,9.3232,0.8498,0.9149,1.1868,1.7739,3,0.5913,1.7475,1.6377,3,0.5459,1.2197,0.6667,0.8029417604889741,1.3749,0.0,0,0,0,10.0871,0.696,0,0.2142,0,0.85,0.6982,HDFCBANK.NS,0,0,0,0,1,0
Z0036,2019-06-03,2.0,win,supply,RBD,0.8458,1,0.4084,35.8196,0.9089,0.911,2.2516,1.9142,2,0.9571,1.6109,1.8488,3,0.6163,2.2632,1.0,0.7067701139042878,0.9807,0.0,0,0,0,5.1221,0.6395,0,0.2029,0,0.65,0.2695,TCS.NS,1,0,0,0,1,0
Z0017,2019-07-12,-1.0,loss,supply,DBD,0.6664,1,0.3846,9.7226,1.4523,0.8035,1.1191,0.2136,3,0.0712,1.3941,0.3161,3,0.1054,0.3205,0.6667,0.8446158124904475,0.5697,0.0479,0,0,0,2.7569,0.5918,0,0.1934,0,0.85,0.655,INFY.NS,0,0,1,0,0,0
Z0023,2019-07-22,-1.0,loss,demand,RBR,0.9849,2,0.6098,1.3662,1.4591,0.9556,3.0277,1.9698,3,0.6566,2.7545,2.8453,3,0.9484,2.0,1.0,1.7379296557796595,0.7687,0.3515,0,0,1,0.0,0.5042,0,0.7654,1,0.85,0.4649,IDFCFIRSTB.NS,0,1,0,0,0,1
Z0059,2019-07-24,-1.0,loss,demand,DBR,1.0711,1,0.4446,129.0306,1.1257,0.8857,4.237,3.2636,2,1.6318,1.6606,0.7882,3,0.2627,3.0471,0.6667,1.11067689032032,0.961,1.0,1,0,0,4.0459,0.7428,0,0.2387,0,0.85,0.2669,^NSEI,0,1,0,1,0,0
